Number of Hidden Layers, Number of Nodes per Hidden Layer, Activation function, learning rate, accuracy
2,36,Sigmoid,1.4000000000000004,0.6458072590738423
2,36,Softmax,1.6500000000000006,0.4793491864831039
2,36,Softmax,1.7000000000000006,0.47434292866082606
2,36,Softmax,1.7500000000000007,0.4455569461827284
2,36,Softmax,1.8000000000000007,0.46307884856070086
2,36,Tanh,1.4500000000000004,0.4718397997496871
2,36,Tanh,1.5000000000000004,0.4856070087609512
2,36,Tanh,1.5500000000000005,0.5018773466833542
2,36,Tanh,1.6000000000000005,0.4568210262828536
2,37,ReLU,1.05,0.6445556946182729
2,37,ReLU,1.1,0.6408010012515645
2,37,ReLU,1.1500000000000001,0.5919899874843555
2,37,ReLU,1.2000000000000002,0.6470588235294118
2,37,Sigmoid,1.2500000000000002,0.6370463078848561
2,37,Sigmoid,1.3000000000000003,0.6433041301627034
2,37,Sigmoid,1.3500000000000003,0.6545682102628285
2,37,Sigmoid,1.4000000000000004,0.6357947434292867
2,37,Softmax,1.6500000000000006,0.4881101376720901
2,37,Softmax,1.7000000000000006,0.45807259073842305
2,37,Softmax,1.7500000000000007,0.47309136420525655
2,37,Softmax,1.8000000000000007,0.47309136420525655
2,37,Tanh,1.4500000000000004,0.48936170212765956
2,37,Tanh,1.5000000000000004,0.48435544430538174
2,37,Tanh,1.5500000000000005,0.46057571964956195
2,37,Tanh,1.6000000000000005,0.46307884856070086
2,38,ReLU,1.05,0.6057571964956195
2,38,ReLU,1.1,0.6270337922403004
2,38,ReLU,1.1500000000000001,0.6445556946182729
2,38,ReLU,1.2000000000000002,0.5444305381727159
2,38,Sigmoid,1.2500000000000002,0.6207759699624531
2,38,Sigmoid,1.3000000000000003,0.6658322903629537
2,38,Sigmoid,1.3500000000000003,0.6595744680851063
2,38,Sigmoid,1.4000000000000004,0.6470588235294118
2,38,Softmax,1.6500000000000006,0.5294117647058824
2,38,Softmax,1.7000000000000006,0.4856070087609512
2,38,Softmax,1.7500000000000007,0.4568210262828536
2,38,Softmax,1.8000000000000007,0.5406758448060075
2,38,Tanh,1.4500000000000004,0.48936170212765956
2,38,Tanh,1.5000000000000004,0.43929912390488113
2,38,Tanh,1.5500000000000005,0.4981226533166458
2,38,Tanh,1.6000000000000005,0.47434292866082606
2,39,ReLU,1.05,0.6132665832290363
2,39,ReLU,1.1,0.6408010012515645
2,39,ReLU,1.1500000000000001,0.6195244055068836
2,39,ReLU,1.2000000000000002,0.5669586983729662
2,39,Sigmoid,1.2500000000000002,0.6282853566958698
2,39,Sigmoid,1.3000000000000003,0.6695869837296621
2,39,Sigmoid,1.3500000000000003,0.6533166458072591
2,39,Sigmoid,1.4000000000000004,0.639549436795995
2,39,Softmax,1.6500000000000006,0.4806007509386733
2,39,Softmax,1.7000000000000006,0.4718397997496871
2,39,Softmax,1.7500000000000007,0.4668335419274093
2,39,Softmax,1.8000000000000007,0.48435544430538174
2,39,Tanh,1.4500000000000004,0.4518147684605757
2,39,Tanh,1.5000000000000004,0.4643304130162703
2,39,Tanh,1.5500000000000005,0.4818523153942428
2,39,Tanh,1.6000000000000005,0.44180225281602004
